,temperature,split,temperature_feature
0,12.737980079090933,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
1,13.787930981041695,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
2,14.224583333333362,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
3,13.710833333333353,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
4,14.385208333333354,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
5,15.808125000000027,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
6,13.047916666666694,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
7,8.097500000000018,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
8,7.097916666666694,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
9,8.608958333333357,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
10,11.603125000000013,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
11,7.3516666666666906,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
12,6.362916666666696,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
13,3.591666666666685,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
14,5.983750000000022,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
15,11.92958333333336,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
16,8.533333333333358,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
17,6.0683333333333564,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
18,12.190833333333352,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
19,11.993333333333359,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
20,12.204479166666692,0,12.737980079090933 13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359
21,10.260520833333358,0,13.787930981041695 14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692
22,10.244166666666693,0,14.224583333333362 13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358
23,7.940208333333355,0,13.710833333333353 14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693
24,5.640833333333359,0,14.385208333333354 15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355
25,7.557916666666678,0,15.808125000000027 13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355 5.640833333333359
26,11.835000000000027,0,13.047916666666694 8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355 5.640833333333359 7.557916666666678
27,12.535000000000027,0,8.097500000000018 7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355 5.640833333333359 7.557916666666678 11.835000000000027
28,11.157500000000022,0,7.097916666666694 8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355 5.640833333333359 7.557916666666678 11.835000000000027 12.535000000000027
29,11.657500000000022,0,8.608958333333357 11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355 5.640833333333359 7.557916666666678 11.835000000000027 12.535000000000027 11.157500000000022
30,15.635833333333354,0,11.603125000000013 7.3516666666666906 6.362916666666696 3.591666666666685 5.983750000000022 11.92958333333336 8.533333333333358 6.0683333333333564 12.190833333333352 11.993333333333359 12.204479166666692 10.260520833333358 10.244166666666693 7.940208333333355 5.640833333333359 7.557916666666678 11.835000000000027 12.535000000000027 11.157500000000022 11.657500000000022
